resultId,raceId,driverId,constructorId,number_x,grid,position_x,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,qualifyId,number_y,position_y,q1,q2,q3
193,27,5,1,23.0,3,5.0,5,5,4.0,67,12.411,5493285.0,63.0,4.0,01:16.5,215.261,1,191,23,3,1:15.476,1:14.855,1:16.143
194,27,8,6,1.0,6,6.0,6,6,3.0,67,14.403,5495277.0,66.0,3.0,01:16.3,215.692,1,194,1,6,1:15.201,1:14.949,1:16.389
195,27,9,2,4.0,7,7.0,7,7,2.0,67,22.682,5503556.0,17.0,6.0,01:16.6,214.937,1,195,4,7,1:15.985,1:15.109,1:16.521
196,27,20,5,15.0,9,8.0,8,8,1.0,67,33.299,5514173.0,20.0,8.0,01:16.8,214.484,1,197,15,9,1:15.532,1:15.420,1:17.244
197,27,15,7,11.0,4,9.0,9,9,0.0,67,37.158,5518032.0,17.0,12.0,01:17.0,213.785,1,192,11,4,1:15.560,1:15.122,1:16.191
198,27,3,3,7.0,13,10.0,10,10,0.0,67,37.625,5518499.0,34.0,15.0,01:17.4,212.799,1,201,7,13,1:15.863,1:15.633,
199,27,4,4,5.0,5,11.0,11,11,0.0,67,38.6,5519474.0,17.0,13.0,01:17.1,213.53,1,193,5,5,1:15.917,1:14.943,1:16.385
200,27,7,5,14.0,15,12.0,12,12,0.0,67,39.111,5519985.0,63.0,10.0,01:17.0,213.935,1,203,14,15,1:15.927,1:15.858,
201,27,14,9,9.0,10,13.0,13,13,0.0,67,54.971,5535845.0,18.0,11.0,01:17.0,213.866,1,198,9,10,1:15.975,1:15.338,1:17.503
202,27,6,3,8.0,16,14.0,14,14,0.0,67,+1:00.003,5540877.0,23.0,17.0,01:17.7,211.947,1,204,8,16,1:16.083,,
203,27,16,10,20.0,19,15.0,15,15,0.0,67,+1:09.488,5550362.0,66.0,18.0,01:17.9,211.408,1,207,20,19,1:16.657,,
204,27,21,10,21.0,20,16.0,16,16,0.0,67,+1:24.093,5564967.0,67.0,20.0,01:18.2,210.546,1,208,21,20,1:16.963,,
205,27,18,11,16.0,14,17.0,17,17,0.0,66,,,56.0,16.0,01:17.6,212.097,11,202,16,14,1:15.993,1:15.701,
206,27,22,11,17.0,18,,R,18,0.0,50,,,30.0,19.0,01:18.0,211.145,4,206,17,18,1:16.246,,
207,27,17,9,10.0,8,,R,19,0.0,40,,,20.0,14.0,01:17.2,213.278,5,196,10,8,1:15.900,1:15.481,1:17.014
208,27,10,7,12.0,11,,R,20,0.0,35,,,24.0,7.0,01:16.7,214.652,22,199,12,11,1:15.560,1:15.508,
209,28,5,1,23.0,2,1.0,1,1,10.0,70,37:27.1,5847067.0,19.0,7.0,01:21.8,192.917,1,210,23,2,1:19.945,1:19.480,1:21.140
210,28,10,7,12.0,5,2.0,2,2,8.0,70,11.061,5858128.0,42.0,6.0,01:21.7,193.111,1,213,12,5,1:19.980,1:19.246,1:21.326
211,28,8,6,1.0,6,3.0,3,3,6.0,70,16.856,5863923.0,61.0,1.0,01:21.2,194.243,1,214,1,6,1:20.006,1:19.546,1:21.516
212,28,4,4,5.0,7,4.0,4,4,5.0,70,21.614,5868681.0,47.0,8.0,01:21.8,192.823,1,215,5,7,1:20.229,1:19.816,1:21.698
213,28,1,1,22.0,1,5.0,5,5,4.0,70,23.048,5870115.0,15.0,3.0,01:21.5,193.533,1,209,22,1,1:19.376,1:19.473,1:20.899
214,28,12,4,6.0,10,6.0,6,6,3.0,70,32.298,5879365.0,64.0,4.0,01:21.5,193.428,1,218,6,10,1:20.583,1:20.131,1:22.371
215,28,15,7,11.0,9,7.0,7,7,2.0,70,36.449,5883516.0,65.0,5.0,01:21.6,193.189,1,217,11,9,1:19.942,1:19.486,1:21.767
216,28,9,2,4.0,4,8.0,8,8,1.0,70,48.321,5895388.0,70.0,9.0,01:21.9,192.475,1,212,4,4,1:20.053,1:19.776,1:21.281
217,28,17,9,10.0,8,9.0,9,9,0.0,70,58.834,5905901.0,67.0,10.0,01:22.1,192.043,1,216,10,8,1:20.073,1:20.046,1:21.732
218,28,2,2,3.0,15,10.0,10,10,0.0,70,+1:07.709,5914776.0,67.0,11.0,01:22.2,191.908,1,224,3,16,1:21.045,,
219,28,14,9,9.0,13,11.0,11,11,0.0,70,+1:10.407,5917474.0,67.0,16.0,01:22.7,190.634,1,221,9,13,1:20.505,1:20.502,
220,28,18,11,16.0,12,12.0,12,12,0.0,69,,,63.0,13.0,01:22.4,191.409,11,220,16,12,1:20.888,1:20.332,
221,28,6,3,8.0,16,13.0,13,13,0.0,69,,,67.0,18.0,01:23.3,189.319,11,225,8,17,1:21.085,,
222,28,3,3,7.0,14,14.0,14,14,0.0,69,,,57.0,12.0,01:22.4,191.409,11,223,7,15,1:20.748,,
223,28,21,10,21.0,18,15.0,15,15,0.0,69,,,68.0,15.0,01:22.6,190.844,11,227,21,19,1:21.670,,
224,28,22,11,17.0,17,16.0,16,16,0.0,68,,,65.0,14.0,01:22.4,191.319,12,226,17,18,1:21.332,,
225,28,13,6,2.0,3,17.0,17,17,0.0,67,,,16.0,2.0,01:21.4,193.861,5,211,2,3,1:19.578,1:19.068,1:21.191
226,28,7,5,14.0,19,18.0,18,18,0.0,67,,,29.0,17.0,01:23.2,189.516,13,222,14,14,1:20.640,1:20.963,
227,28,16,10,20.0,20,,R,19,0.0,62,,,29.0,19.0,01:23.7,188.542,23,228,20,20,1:22.113,,
228,28,20,5,15.0,11,,R,20,0.0,22,,,17.0,20.0,01:24.2,187.262,25,219,15,11,1:20.157,1:20.144,
229,29,13,6,2.0,1,1.0,1,1,10.0,57,35:32.3,5732339.0,36.0,1.0,01:38.7,197.637,1,229,2,1,1:38.176,1:37.859,1:38.989
230,29,1,1,22.0,2,2.0,2,2,8.0,57,5.611,5737950.0,16.0,2.0,01:38.9,197.285,1,230,22,2,1:38.464,1:37.954,1:39.199
231,29,9,2,4.0,3,3.0,3,3,6.0,57,37.353,5769692.0,38.0,4.0,01:39.3,196.399,1,231,4,3,1:38.347,1:38.050,1:39.392
232,29,5,1,23.0,5,4.0,4,4,5.0,57,39.703,5772042.0,19.0,3.0,01:39.1,196.831,1,233,23,5,1:38.656,1:38.120,1:39.937
233,29,15,7,11.0,7,5.0,5,5,4.0,57,50.684,5783023.0,37.0,12.0,01:39.7,195.755,1,235,11,7,1:37.948,1:37.928,1:40.309
234,29,20,5,15.0,6,6.0,6,6,3.0,57,52.625,5784964.0,36.0,6.0,01:39.5,196.093,1,234,15,6,1:38.141,1:37.842,1:40.142
235,29,10,7,12.0,13,7.0,7,7,2.0,57,+1:07.990,5800329.0,54.0,8.0,01:39.5,195.995,1,241,12,13,1:38.532,1:38.499,
236,29,3,3,7.0,9,8.0,8,8,1.0,57,+1:11.457,5803796.0,35.0,10.0,01:39.6,195.912,1,237,7,9,1:38.595,1:38.336,1:40.721
237,29,2,2,3.0,8,9.0,9,9,0.0,57,+1:22.177,5814516.0,57.0,7.0,01:39.5,196.013,1,236,3,8,1:38.738,1:37.859,1:40.631
238,29,7,5,14.0,10,10.0,10,10,0.0,57,+1:29.794,5822133.0,35.0,11.0,01:39.6,195.79,1,238,14,10,1:38.622,1:38.417,1:40.750
239,29,12,4,6.0,15,11.0,11,11,0.0,57,+1:32.717,5825056.0,29.0,9.0,01:39.5,195.977,1,243,6,15,1:38.787,1:38.744,
240,29,17,9,10.0,14,12.0,12,12,0.0,56,,,27.0,14.0,01:40.3,194.57,11,242,10,14,1:38.559,1:38.515,
241,29,18,11,16.0,16,13.0,13,13,0.0,56,,,21.0,18.0,01:40.8,193.606,11,244,16,16,1:38.880,,
242,29,21,10,21.0,18,14.0,14,14,0.0,56,,,54.0,15.0,01:40.4,194.397,11,246,21,18,1:39.268,,
243,29,6,3,8.0,11,15.0,15,15,0.0,56,,,56.0,13.0,01:39.8,195.469,11,239,8,11,1:38.667,1:38.428,
244,29,22,11,17.0,19,16.0,16,16,0.0,56,,,56.0,16.0,01:40.6,193.933,11,247,17,19,1:39.811,,
245,29,14,9,9.0,17,17.0,17,17,0.0,56,,,13.0,19.0,01:41.0,193.194,11,245,9,17,1:39.235,,
246,29,8,6,1.0,4,,R,18,0.0,45,,,34.0,5.0,01:39.4,196.214,5,232,1,4,1:38.703,1:38.229,1:39.488
247,29,16,10,20.0,20,,R,19,0.0,41,,,28.0,17.0,01:40.7,193.802,3,248,20,20,1:39.943,,
248,29,4,4,5.0,12,,R,20,0.0,0,,,,,,,4,240,5,12,1:38.268,1:38.435,
249,30,13,6,2.0,2,1.0,1,1,10.0,44,22:59.4,4979394.0,26.0,3.0,01:48.2,232.987,1,250,2,2,1:46.873,1:46.391,1:47.678
250,30,2,2,3.0,5,2.0,2,2,8.0,44,9.383,4988777.0,36.0,7.0,01:49.1,231.182,1,253,3,5,1:47.419,1:46.311,1:48.315
251,30,1,1,22.0,1,3.0,3,3,6.0,44,10.539,4989933.0,20.0,2.0,01:48.1,233.175,1,249,22,1,1:46.887,1:46.088,1:47.338
252,30,4,4,5.0,6,4.0,4,4,5.0,44,14.478,4993872.0,25.0,9.0,01:49.2,230.82,1,254,5,6,1:47.154,1:46.491,1:48.504
253,30,20,5,15.0,10,5.0,5,5,4.0,44,14.576,4993970.0,16.0,8.0,01:49.1,231.142,1,258,15,10,1:47.152,1:46.804,1:50.319
254,30,9,2,4.0,8,6.0,6,6,3.0,44,15.037,4994431.0,36.0,5.0,01:49.0,231.399,1,256,4,8,1:47.093,1:46.494,1:48.763
255,30,7,5,14.0,9,7.0,7,7,2.0,44,16.735,4996129.0,31.0,6.0,01:49.0,231.32,1,257,14,9,1:46.777,1:46.544,1:48.951
256,30,17,9,10.0,7,8.0,8,8,1.0,44,42.776,5022170.0,34.0,10.0,01:49.5,230.236,1,255,10,7,1:47.270,1:46.814,1:48.736
257,30,10,7,12.0,13,9.0,9,9,0.0,44,+1:07.045,5046439.0,37.0,12.0,01:50.3,228.691,1,261,12,13,1:47.359,1:46.995,
258,30,5,1,23.0,3,10.0,10,10,0.0,43,,,35.0,4.0,01:48.2,232.985,6,251,23,3,1:46.812,1:46.037,1:47.815
259,30,14,9,9.0,14,11.0,11,11,0.0,43,,,19.0,11.0,01:50.2,228.853,11,262,9,14,1:47.132,1:47.018,
260,30,3,3,7.0,15,12.0,12,12,0.0,43,,,32.0,15.0,01:50.7,227.862,11,263,7,15,1:47.503,1:47.429,
261,30,16,10,20.0,18,13.0,13,13,0.0,43,,,27.0,13.0,01:50.5,228.211,11,266,20,18,1:48.226,,
262,30,6,3,8.0,19,14.0,14,14,0.0,43,,,35.0,17.0,01:51.0,227.218,11,267,8,19,1:48.268,,
263,30,18,11,16.0,17,15.0,15,15,0.0,43,,,19.0,16.0,01:50.7,227.832,11,265,16,17,1:48.211,,
264,30,15,7,11.0,11,16.0,16,16,0.0,43,,,32.0,14.0,01:50.5,228.095,11,259,11,11,1:47.400,1:46.949,
265,30,21,10,21.0,20,17.0,17,17,0.0,43,,,17.0,19.0,01:51.7,225.731,11,268,21,20,1:48.447,,
266,30,8,6,1.0,4,18.0,18,18,0.0,42,,,24.0,1.0,01:47.9,233.618,20,252,1,4,1:46.960,1:46.298,1:47.992
267,30,22,11,17.0,16,,R,19,0.0,19,,,10.0,20.0,01:52.1,224.983,6,264,17,16,1:48.153,,
268,30,12,4,6.0,12,,R,20,0.0,13,,,12.0,18.0,01:51.1,226.915,20,260,6,12,1:47.052,1:46.965,
269,31,20,5,15.0,1,1.0,1,1,10.0,53,26:47.5,5207494.0,53.0,14.0,01:30.5,230.414,1,269,15,1,1:35.464,1:35.837,1:37.555
270,31,5,1,23.0,2,2.0,2,2,8.0,53,12.512,5220006.0,53.0,13.0,01:30.3,230.95,1,270,23,2,1:35.214,1:35.843,1:37.631
271,31,9,2,4.0,11,3.0,3,3,6.0,53,20.471,5227965.0,52.0,12.0,01:30.3,230.955,1,279,4,11,1:35.553,1:36.697,
272,31,4,4,5.0,8,4.0,4,4,5.0,53,23.903,5231397.0,51.0,9.0,01:30.0,231.82,1,276,5,8,1:36.297,1:36.518,1:39.751
273,31,2,2,3.0,10,5.0,5,5,4.0,53,27.748,5235242.0,53.0,6.0,01:29.8,232.217,1,278,3,10,1:35.709,1:36.626,1:39.906
274,31,13,6,2.0,6,6.0,6,6,3.0,53,28.816,5236310.0,52.0,4.0,01:29.7,232.505,1,274,2,6,1:35.536,1:36.676,1:38.894
275,31,1,1,22.0,15,7.0,7,7,2.0,53,29.912,5237406.0,52.0,5.0,01:29.7,232.44,1,283,22,15,1:35.394,1:39.265,
276,31,17,9,10.0,3,8.0,8,8,1.0,53,32.048,5239542.0,52.0,3.0,01:29.7,232.544,1,271,10,3,1:36.001,1:36.306,1:38.117
277,31,8,6,1.0,14,9.0,9,9,0.0,53,39.468,5246962.0,53.0,1.0,01:28.0,236.859,1,282,1,14,1:35.965,1:37.522,
278,31,12,4,6.0,17,10.0,10,10,0.0,53,54.445,5261939.0,53.0,16.0,01:30.9,229.38,1,285,6,17,1:36.630,,
279,31,10,7,12.0,9,11.0,11,11,0.0,53,58.888,5266382.0,53.0,8.0,01:29.9,231.853,1,277,12,9,1:35.737,1:36.525,1:39.787
280,31,6,3,8.0,18,12.0,12,12,0.0,53,+1:02.015,5269509.0,53.0,11.0,01:30.2,231.167,1,286,8,18,1:36.653,,
281,31,15,7,11.0,7,13.0,13,13,0.0,53,+1:05.954,5273448.0,52.0,15.0,01:30.9,229.544,1,275,11,7,1:35.906,1:36.008,1:39.152
282,31,3,3,7.0,5,14.0,14,14,0.0,53,+1:08.635,5276129.0,53.0,10.0,01:30.0,231.671,1,273,7,5,1:35.485,1:35.898,1:38.767
283,31,18,11,16.0,19,15.0,15,15,0.0,53,+1:13.370,5280864.0,52.0,7.0,01:29.8,232.166,1,287,16,19,1:37.006,,
284,31,14,9,9.0,13,16.0,16,16,0.0,52,,,49.0,17.0,01:32.5,225.557,11,281,9,13,1:36.485,1:37.284,
285,31,22,11,17.0,16,17.0,17,17,0.0,52,,,42.0,19.0,01:33.9,222.053,11,284,17,16,1:36.510,,
286,31,7,5,14.0,4,18.0,18,18,0.0,52,,,52.0,2.0,01:29.3,233.646,11,272,14,4,1:35.543,1:36.175,1:38.445
287,31,16,10,20.0,20,19.0,19,19,0.0,51,,,51.0,18.0,01:33.5,223.146,12,288,20,20,1:37.417,,
288,31,21,10,21.0,12,,R,20,0.0,11,,,6.0,20.0,01:37.3,214.326,3,280,21,12,1:36.280,1:36.698,
289,32,4,4,5.0,15,1.0,1,1,10.0,61,57:16.3,7036304.0,55.0,3.0,01:45.8,172.464,1,303,5,15,1:44.971,,
290,32,3,3,7.0,8,2.0,2,2,8.0,61,2.957,7039261.0,39.0,5.0,01:46.5,171.352,1,297,7,9,1:45.103,1:44.429,1:46.611
291,32,1,1,22.0,2,3.0,3,3,6.0,61,5.917,7042221.0,14.0,4.0,01:46.1,171.969,1,290,22,2,1:44.501,1:44.932,1:45.465
292,32,10,7,12.0,7,4.0,4,4,5.0,61,8.155,7044459.0,50.0,8.0,01:47.0,170.408,1,296,12,8,1:45.184,1:44.441,1:46.328
293,32,20,5,15.0,6,5.0,5,5,4.0,61,10.268,7046572.0,13.0,9.0,01:47.3,170.047,1,295,15,7,1:45.042,1:44.261,1:46.244
294,32,2,2,3.0,9,6.0,6,6,3.0,61,11.101,7047405.0,14.0,11.0,01:47.3,169.992,1,294,3,6,1:45.548,1:44.520,1:45.964
295,32,14,9,9.0,14,7.0,7,7,2.0,61,16.387,7052691.0,41.0,13.0,01:47.6,169.587,1,302,9,14,1:46.028,1:45.298,
296,32,6,3,8.0,10,8.0,8,8,1.0,61,18.489,7054793.0,13.0,10.0,01:47.3,170.022,1,298,8,10,1:45.127,1:44.826,1:47.547
297,32,18,11,16.0,12,9.0,9,9,0.0,61,19.885,7056189.0,61.0,15.0,01:48.1,168.7,1,300,16,12,1:45.660,1:45.133,
298,32,5,1,23.0,5,10.0,10,10,0.0,61,26.902,7063206.0,14.0,12.0,01:47.3,169.943,1,293,23,5,1:44.311,1:44.207,1:45.873
299,32,9,2,4.0,4,11.0,11,11,0.0,61,27.975,7064279.0,14.0,6.0,01:46.9,170.639,1,292,4,4,1:44.740,1:44.519,1:45.779
300,32,7,5,14.0,17,12.0,12,12,0.0,61,29.432,7065736.0,29.0,14.0,01:47.8,169.181,1,305,14,17,1:46.389,,
301,32,13,6,2.0,1,13.0,13,13,0.0,61,35.17,7071474.0,13.0,2.0,01:45.8,172.482,1,289,2,1,1:44.519,1:44.014,1:44.801
302,32,21,10,21.0,20,14.0,14,14,0.0,61,43.571,7079875.0,28.0,16.0,01:49.1,167.195,1,308,21,20,,,
303,32,8,6,1.0,3,15.0,15,15,0.0,57,,,14.0,1.0,01:45.6,172.74,3,291,1,3,1:44.282,1:44.232,1:45.617
304,32,15,7,11.0,11,,R,16,0.0,50,,,32.0,7.0,01:47.0,170.523,9,299,11,11,1:45.642,1:45.038,
305,32,16,10,20.0,19,,R,17,0.0,49,,,38.0,18.0,01:49.3,166.936,3,307,20,19,1:47.940,,
306,32,17,9,10.0,13,,R,18,0.0,29,,,13.0,17.0,01:49.2,167.069,7,301,10,13,1:45.493,1:45.212,
307,32,22,11,17.0,18,,R,19,0.0,14,,,13.0,19.0,01:50.3,165.348,26,306,17,18,1:46.583,,
308,32,12,4,6.0,16,,R,20,0.0,13,,,13.0,20.0,01:50.4,165.154,3,304,6,16,1:46.037,,
309,33,4,4,5.0,4,1.0,1,1,10.0,67,30:21.9,5421892.0,41.0,3.0,01:19.1,207.668,1,312,5,4,1:18.290,1:17.871,1:18.852
310,33,9,2,4.0,6,2.0,2,2,8.0,67,5.283,5427175.0,16.0,7.0,01:19.3,207.168,1,314,4,6,1:18.684,1:17.931,1:18.979
311,33,8,6,1.0,2,3.0,3,3,6.0,67,6.4,5428292.0,66.0,2.0,01:19.0,207.947,1,310,1,2,1:18.160,1:17.733,1:18.644
312,33,12,4,6.0,12,4.0,4,4,5.0,67,20.57,5442462.0,54.0,4.0,01:19.2,207.411,1,320,6,12,1:18.300,1:18.274,
313,33,15,7,11.0,7,5.0,5,5,4.0,67,23.767,5445659.0,18.0,9.0,01:19.5,206.564,1,315,11,7,1:18.501,1:17.541,1:19.026
314,33,20,5,15.0,9,6.0,6,6,3.0,67,39.207,5461099.0,21.0,12.0,01:19.6,206.322,1,317,15,9,1:18.559,1:17.714,1:19.638
315,33,13,6,2.0,5,7.0,7,7,2.0,67,46.158,5468050.0,55.0,1.0,01:18.4,209.456,1,313,2,5,1:18.110,1:17.287,1:18.874
316,33,17,9,10.0,13,8.0,8,8,1.0,67,50.811,5472703.0,30.0,13.0,01:19.8,205.798,1,321,10,13,1:18.372,1:18.354,
317,33,2,2,3.0,16,9.0,9,9,0.0,67,54.12,5476012.0,67.0,8.0,01:19.5,206.727,1,324,3,16,1:18.835,,
318,33,7,5,14.0,10,10.0,10,10,0.0,67,59.085,5480977.0,49.0,6.0,01:19.3,207.246,1,318,14,10,1:18.593,1:18.102,1:20.167
319,33,3,3,7.0,15,11.0,11,11,0.0,67,+1:02.096,5483988.0,66.0,10.0,01:19.5,206.545,1,323,7,15,1:18.740,1:18.672,
320,33,1,1,22.0,1,12.0,12,12,0.0,67,+1:18.900,5500792.0,65.0,11.0,01:19.6,206.47,1,309,22,1,1:18.071,1:17.462,1:18.404
321,33,22,11,17.0,17,13.0,13,13,0.0,66,,,66.0,16.0,01:20.6,203.869,11,325,17,17,1:18.882,,
322,33,18,11,16.0,18,14.0,14,14,0.0,66,,,66.0,17.0,01:20.8,203.178,11,326,16,18,1:19.100,,
323,33,6,3,8.0,14,15.0,15,15,0.0,66,,,32.0,15.0,01:20.4,204.404,11,322,8,14,1:18.640,1:18.594,
324,33,21,10,21.0,20,,R,16,0.0,21,,,20.0,19.0,01:21.6,201.365,6,328,21,20,1:19.910,,
325,33,5,1,23.0,3,,R,17,0.0,16,,,12.0,5.0,01:19.3,207.257,5,311,23,3,1:18.220,1:17.360,1:18.821
326,33,16,10,20.0,19,,R,18,0.0,8,,,6.0,18.0,01:21.2,202.327,27,327,20,19,1:19.163,,
327,33,10,7,12.0,8,,R,19,0.0,6,,,4.0,14.0,01:20.3,204.685,28,316,12,8,1:17.945,1:17.670,1:19.118
328,33,14,9,9.0,11,,R,20,0.0,0,,,,,,,4,319,9,11,1:18.303,1:18.187,
329,34,1,1,22.0,1,1.0,1,1,10.0,56,31:57.4,5517403.0,13.0,1.0,01:36.3,203.722,1,329,22,1,1:35.566,1:34.947,1:36.303
330,34,13,6,2.0,3,2.0,2,2,8.0,56,14.925,5532328.0,36.0,4.0,01:36.6,203.161,1,331,2,3,1:35.971,1:35.135,1:36.889
331,34,8,6,1.0,2,3.0,3,3,6.0,56,16.445,5533848.0,14.0,2.0,01:36.5,203.389,1,330,1,2,1:35.983,1:35.355,1:36.645
332,34,4,4,5.0,4,4.0,4,4,5.0,56,18.37,5535773.0,56.0,5.0,01:36.7,203.018,1,332,5,4,1:35.769,1:35.461,1:36.927
333,34,2,2,3.0,9,5.0,5,5,4.0,56,28.923,5546326.0,56.0,3.0,01:36.5,203.357,1,335,3,7,1:36.224,1:35.403,1:37.201
334,34,9,2,4.0,11,6.0,6,6,3.0,56,33.219,5550622.0,56.0,7.0,01:36.9,202.61,1,340,4,12,1:36.503,1:35.814,
335,34,10,7,12.0,12,7.0,7,7,2.0,56,41.722,5559125.0,56.0,6.0,01:36.7,202.876,1,341,12,13,1:36.210,1:35.937,
336,34,12,4,6.0,10,8.0,8,8,1.0,56,56.645,5574048.0,56.0,8.0,01:37.0,202.313,1,339,6,11,1:36.029,1:35.722,
337,34,20,5,15.0,6,9.0,9,9,0.0,56,+1:04.339,5581742.0,55.0,9.0,01:37.2,201.863,1,336,15,8,1:35.752,1:35.386,1:37.685
338,34,14,9,9.0,15,10.0,10,10,0.0,56,+1:14.842,5592245.0,27.0,14.0,01:37.8,200.746,1,344,9,16,1:36.731,,
339,34,22,11,17.0,13,11.0,11,11,0.0,56,+1:25.061,5602464.0,56.0,16.0,01:37.8,200.558,1,342,17,14,1:36.640,1:36.079,
340,34,6,3,8.0,17,12.0,12,12,0.0,56,+1:30.847,5608250.0,54.0,17.0,01:38.0,200.202,1,345,8,17,1:36.863,,
341,34,7,5,14.0,8,13.0,13,13,0.0,56,+1:31.457,5608860.0,36.0,12.0,01:37.5,201.366,1,338,14,10,1:36.239,1:35.478,1:38.885
342,34,17,9,10.0,16,14.0,14,14,0.0,56,+1:32.422,5609825.0,10.0,13.0,01:37.7,200.896,1,334,10,6,1:36.238,1:35.686,1:37.083
343,34,3,3,7.0,14,15.0,15,15,0.0,55,,,38.0,10.0,01:37.2,201.793,11,343,7,15,1:36.434,1:36.210,
344,34,18,11,16.0,18,16.0,16,16,0.0,55,,,54.0,15.0,01:37.8,200.705,11,346,16,18,1:37.053,,
345,34,21,10,21.0,20,17.0,17,17,0.0,55,,,54.0,18.0,01:38.4,199.483,11,348,21,20,1:37.739,,
346,34,5,1,23.0,5,,R,18,0.0,49,,,32.0,11.0,01:37.3,201.677,9,333,23,5,1:35.623,1:35.216,1:36.930
347,34,16,10,20.0,19,,R,19,0.0,13,,,13.0,19.0,01:39.7,196.86,5,347,20,19,1:37.730,,
348,34,15,7,11.0,7,,R,20,0.0,2,,,2.0,20.0,02:39.6,122.945,4,337,11,9,1:36.104,1:35.715,1:37.934
349,35,13,6,2.0,1,1.0,1,1,10.0,71,34:11.4,5651435.0,36.0,1.0,01:13.7,210.377,1,349,2,1,1:11.830,1:11.875,1:12.368
350,35,4,4,5.0,6,2.0,2,2,8.0,71,13.298,5664733.0,39.0,8.0,01:14.2,208.98,1,354,5,6,1:12.214,1:12.090,1:12.967
351,35,8,6,1.0,3,3.0,3,3,6.0,71,16.235,5667670.0,59.0,3.0,01:14.1,209.296,1,351,1,3,1:12.083,1:11.950,1:12.825
352,35,20,5,15.0,7,4.0,4,4,5.0,71,38.011,5689446.0,25.0,7.0,01:14.2,209.022,1,355,15,7,1:12.390,1:11.845,1:13.082
353,35,1,1,22.0,4,5.0,5,5,4.0,71,38.907,5690342.0,31.0,4.0,01:14.2,209.177,1,352,22,4,1:12.213,1:11.856,1:12.830
354,35,10,7,12.0,10,6.0,6,6,3.0,71,44.368,5695803.0,32.0,2.0,01:14.1,209.465,1,358,12,10,1:12.223,1:11.909,1:14.230
355,35,5,1,23.0,5,7.0,7,7,2.0,71,55.074,5706509.0,36.0,6.0,01:14.2,209.042,1,353,23,5,1:12.366,1:11.768,1:12.917
356,35,15,7,11.0,2,8.0,8,8,1.0,71,+1:08.433,5719868.0,40.0,5.0,01:14.2,209.155,1,350,11,2,1:12.226,1:12.107,1:12.737
357,35,17,9,10.0,12,9.0,9,9,0.0,71,+1:19.666,5731101.0,40.0,14.0,01:15.0,206.741,1,360,10,12,1:12.409,1:12.289,
358,35,2,2,3.0,8,10.0,10,10,0.0,70,,,41.0,10.0,01:14.7,207.796,11,356,3,8,1:12.371,1:12.026,1:13.297
359,35,9,2,4.0,13,11.0,11,11,0.0,70,,,61.0,9.0,01:14.4,208.57,11,361,4,13,1:12.381,1:12.300,
360,35,3,3,7.0,18,12.0,12,12,0.0,70,,,35.0,12.0,01:14.9,207.014,11,366,7,18,1:13.002,,
361,35,18,11,16.0,17,13.0,13,13,0.0,70,,,59.0,11.0,01:14.8,207.498,11,365,16,17,1:12.810,,
362,35,7,5,14.0,9,14.0,14,14,0.0,70,,,57.0,13.0,01:15.0,206.967,11,357,14,9,1:12.498,1:12.075,1:14.105
363,35,22,11,17.0,15,15.0,15,15,0.0,70,,,35.0,16.0,01:15.4,205.696,11,363,17,15,1:12.548,1:13.139,
364,35,16,10,20.0,20,16.0,16,16,0.0,69,,,60.0,17.0,01:15.8,204.721,12,368,20,20,1:13.508,,
365,35,6,3,8.0,16,17.0,17,17,0.0,69,,,50.0,18.0,01:15.9,204.473,12,364,8,16,1:12.800,,
366,35,21,10,21.0,19,18.0,18,18,0.0,69,,,36.0,15.0,01:15.2,206.249,12,367,21,19,1:13.426,,
367,35,12,4,6.0,11,,R,19,0.0,0,,,,,,,3,359,6,11,1:12.348,1:12.137,
368,35,14,9,9.0,14,,R,20,0.0,0,,,,,,,4,362,9,14,1:12.690,1:12.717,
369,36,8,6,6.0,1,1.0,1,1,10.0,58,25:28.8,5128770.0,41.0,1.0,01:25.2,223.978,1,369,6,1,1:26.644,1:25.644,1:26.072
370,36,4,1,1.0,2,2.0,2,2,8.0,58,7.242,5136012.0,20.0,2.0,01:26.3,221.178,1,370,1,2,1:26.697,1:25.326,1:26.493
371,36,1,1,2.0,4,3.0,3,3,6.0,58,18.595,5147365.0,20.0,3.0,01:26.4,221.083,1,372,2,4,1:26.674,1:25.577,1:26.755
372,36,2,2,9.0,3,4.0,4,4,5.0,58,38.763,5167533.0,37.0,6.0,01:26.7,220.137,1,371,9,3,1:26.895,1:25.358,1:26.556
373,36,21,4,3.0,6,5.0,5,5,4.0,58,+1:06.469,5195239.0,18.0,7.0,01:26.9,219.707,1,374,3,6,1:27.270,1:25.944,1:27.634
374,36,13,6,5.0,22,6.0,6,6,3.0,58,+1:06.805,5195575.0,28.0,8.0,01:27.0,219.323,1,384,5,16,1:26.712,,
375,36,3,3,16.0,12,7.0,7,7,2.0,57,,,40.0,5.0,01:26.7,220.14,11,380,16,12,1:27.596,1:26.914,
376,36,23,7,11.0,9,8.0,8,8,1.0,57,,,42.0,12.0,01:27.8,217.444,11,377,11,9,1:27.328,1:26.739,1:28.692
377,36,15,7,12.0,8,9.0,9,9,0.0,57,,,45.0,13.0,01:28.0,216.857,11,376,12,8,1:27.014,1:26.688,1:28.404
